respondent_id,Q1_age_group,Q2_city_tier,Q3_residence_type,Q4_num_dogs,Q5_dog_type,Q6_ownership_duration,Q7_monthly_spend_inr,Q7_spend_range,Q8_top_spend_category,Q9_online_purchase_freq,Q10_challenges,Q11_vet_discovery,Q12_lost_dog_experience,Q13_pet_space_satisfaction,Q14_preferred_features,Q15_app_usage,Q16_purchase_platform,Q17_location_sharing,Q18_subscription_pref,Q19_adoption_interest,Q20_community_importance,Q21_social_media_dogs,Q22_reviews_importance,Q23_vax_tracking,Q24_emergency_vet_freq,Q25_app_adoption
R0330,25-34,Metro,Rented,None,nan,Planning to adopt,216.0,<1000,Boarding/walking,Occasionally,Losing track of vaccinations,Word of mouth,"Yes, very difficult",Satisfied,Grooming listings|Dog-friendly travel guide,Often,Amazon/Flipkart,Yes always,Annual sub,Maybe someday,Somewhat Important,Active,Very Important,Don't track,Never,Yes
R0331,25-34,Metro,Gated apartment,None,nan,Planning to adopt,195.0,<1000,nan,Rarely,Hard to find reliable vet|Hard to find boarding/walker,Google Maps,Not applicable,Satisfied,Health/vaccination tracker|Dog-friendly travel guide,Never,Heads Up For Tails/Supertails,Yes always,Freemium,Maybe someday,Not Important,Not interested,Very Important,Don't track,Once a year or less,Yes
R0332,35-44,Metro,Independent house,2 dogs,Mixed breed,<1 year,7740.0,5000-10000,Food & treats,Rarely,Genuine food/accessories hard to find,Word of mouth,No,Neutral,Boarding/walking listings,Sometimes,Local pet store,Yes always,Annual sub,No,Neutral,Not yet but would,Very Important,Rely on memory,Once a year or less,Yes
R0333,Under 18,Tier-2,Gated apartment,1 dog,Mixed breed|Rescued stray,3-5 years,,nan,Vet & medicines,Rarely,Lack of grooming services|Difficulty adopting/fostering|Genuine food/accessories hard to find,,No,Very Dissatisfied,Pet-friendly places|Community/playdates,Rarely,Amazon/Flipkart,Yes when using app,Monthly sub,Yes considering,Neutral,Not yet but would,Extremely Important,Don't track,Never,No
R0334,18-24,Tier-2,Non-gated apartment,1 dog,Purebred|Adopted from shelter,1-3 years,3218.0,2500-5000,Food & treats,Frequently,No pet-friendly spaces,Google Maps,"Yes, managed eventually",Very Dissatisfied,Health/vaccination tracker|Adoption/fostering network|Community/playdates,Rarely,Local pet store,No,Freemium,Yes actively,Very Important,Not yet but would,Somewhat Important,Spreadsheet/notes app,Never,Yes
R0335,18-24,Metro,Gated apartment,1 dog,Rescued stray|Indian Pariah,5+ years,,nan,Vet & medicines,Occasionally,Hard to find reliable vet|Difficulty adopting/fostering|Genuine food/accessories hard to find,Social media,"Yes, managed eventually",Very Satisfied,Dog trainer directory|Nearby vet directory,Sometimes,Amazon/Flipkart,Unsure,Annual sub,Maybe someday,Not Important,Passive,Very Important,Spreadsheet/notes app,2-3 times a year,Maybe
R0336,18-24,Metro,Independent house,2 dogs,Adopted from shelter|Indian Pariah,5+ years,6452.0,5000-10000,,Rarely,Genuine food/accessories hard to find|Hard to find reliable vet|Travel challenges with dog,Google Maps,No,Neutral,Event calendar,,Amazon/Flipkart,Yes always,Annual sub,Yes actively,Somewhat Important,Passive,Extremely Important,Spreadsheet/notes app,Once a year or less,Yes
R0337,45-59,Tier-2,Non-gated apartment,1 dog,Indian Pariah|Mixed breed,5+ years,4311.0,2500-5000,Food & treats,Occasionally,Lack of grooming services|Hard to find reliable vet|Travel challenges with dog,Google Maps,"Yes, very difficult",,Grooming listings|Lost-and-found alerts,Sometimes,Local pet store,,Free with ads,Maybe someday,Somewhat Important,Passive,Very Important,Spreadsheet/notes app,Once a year or less,Maybe
R0338,35-44,Metro,,1 dog,Adopted from shelter,5+ years,4702.0,2500-5000,Grooming,Never,Losing track of vaccinations|Genuine food/accessories hard to find,Word of mouth,"Yes, managed eventually",Very Dissatisfied,Lost-and-found alerts|Online marketplace,Rarely,Amazon/Flipkart,Yes always,Free with ads,Maybe someday,Not at all,Not yet but would,Very Important,Spreadsheet/notes app,2-3 times a year,Yes
R0339,25-34,Metro,Gated apartment,1 dog,Mixed breed|Adopted from shelter,<1 year,5739.0,5000-10000,Food & treats,Frequently,Hard to find reliable vet,No reliable way,"Yes, very difficult",Dissatisfied,Dog-friendly travel guide|Online marketplace|Grooming listings,Sometimes,Local pet store,No,Freemium,Maybe someday,Not at all,Not yet but would,Extremely Important,Rely on memory,Never,Yes
R0340,18-24,Metro,Gated apartment,1 dog,Mixed breed,3-5 years,,  nan  ,Accessories,Occasionally,Hard to find reliable vet,Word of mouth,"Yes, managed eventually",Neutral,Community/playdates,Rarely,Instagram/social,Unsure,Freemium,Yes considering,Neutral,Not yet but would,,Rely on memory,More than 3 times,Maybe
R0341,25-34,Tier-3,Gated apartment,1 dog,Rescued stray|Adopted from shelter,1-3 years,3790.0,2500-5000,Boarding/walking,Never,No local dog owner community|Hard to find boarding/walker,Google Maps,"Yes, managed eventually",Very Dissatisfied,Pet-friendly places|Community/playdates|Dog trainer directory,Often,Heads Up For Tails/Supertails,Yes always,,Yes actively,Neutral,Not yet but would,Extremely Important,Dedicated pet app,Never,Yes
R0342,25-34,Metro,Independent house,1 dog,Mixed breed|Adopted from shelter,3-5 years,6834.0,5000-10000,Food & treats,Rarely,Hard to find reliable vet|Lack of grooming services|Losing track of vaccinations,Google Maps,No,Very Dissatisfied,Nearby vet directory,Sometimes,Instagram/social,Unsure,One-time purchase,No,Somewhat Important,,,Rely on memory,Once a year or less,Yes
R0343,18-24,Metro,Rented,1 dog,Mixed breed|Adopted from shelter,1-3 years,2012.0,  1000-2500  ,Accessories,Very frequently,Hard to find reliable vet|Travel challenges with dog,Word of mouth,Not applicable,Dissatisfied,Nearby vet directory|Adoption/fostering network|Boarding/walking listings,Rarely,Instagram/social,Yes when using app,Free with ads,Maybe someday,Somewhat Important,Not yet but would,Very Important,Physical diary,2-3 times a year,Maybe
R0344,25-34,Metro,Rented,2 dogs,Purebred,<1 year,8353.0,5000-10000,Vet & medicines,Occasionally,Travel challenges with dog|Lack of grooming services,Word of mouth,Not applicable,Satisfied,Health/vaccination tracker|Online marketplace|Community/playdates,Never,Amazon/Flipkart,Yes always,Freemium,Yes considering,Neutral,Not yet but would,Extremely Important,Physical diary,Once a year or less,Yes
R0345,25-34,Rural,Non-gated apartment,1 dog,Purebred,3-5 years,,nan,Vet & medicines,Rarely,No pet-friendly spaces,Word of mouth,Not applicable,Satisfied,Dog trainer directory|Boarding/walking listings|Adoption/fostering network,Never,Heads Up For Tails/Supertails,Yes always,Free with ads,Maybe someday,Not at all,,Very Important,Dedicated pet app,Never,Maybe
R0346,35-44,Tier-2,Gated apartment,None,Mixed breed,<1 year,218.0,<1000,nan,Occasionally,Hard to find boarding/walker,,No,Satisfied,Nearby vet directory|Pet-friendly places,Sometimes,Don't buy online,Yes always,Freemium,No,Neutral,Passive,Very Important,Don't track,2-3 times a year,Maybe
R0347,35-44,Tier-2,Rented,1 dog,Adopted from shelter,5+ years,3669.0,2500-5000,Vet & medicines,Rarely,Genuine food/accessories hard to find|Losing track of vaccinations|No local dog owner community,Word of mouth,"Yes, managed eventually",Dissatisfied,Grooming listings|Dog-friendly travel guide|Pet-friendly places,Rarely,Amazon/Flipkart,Yes always,Freemium,Yes considering,Neutral,Not yet but would,Somewhat Important,Physical diary,,Yes
R0348,18-24,Metro,Non-gated apartment,3+ dogs,Purebred,3-5 years,8375.0,5000-10000,,Never,Cannot find dog trainer|Difficulty adopting/fostering|Hard to find boarding/walker|Genuine food/,No reliable way,"Yes, managed eventually",Dissatisfied,Health/vaccination tracker|Pet-friendly places|Adoption/fostering network,Rarely,Heads Up For Tails/Supertails,Yes when using app,Annual sub,Yes actively,Somewhat Important,Not interested,Extremely Important,Rely on memory,Once a year or less,Maybe
R0349,25-34,Tier-2,Rented,1 dog,Purebred,3-5 years,3010.0,2500-5000,Food & treats,Frequently,Losing track of vaccinations|Travel challenges with dog,Google Maps,"Yes, managed eventually",Dissatisfied,Boarding/walking listings|Nearby vet directory|Lost-and-found alerts,Sometimes,Heads Up For Tails/Supertails,Yes when using app,Monthly sub,Maybe someday,Somewhat Important,Passive,Very Important,Dedicated pet app,Once a year or less,Yes
R0350,35-44,Metro,Non-gated apartment,2 dogs,Adopted from shelter|Indian Pariah,3-5 years,2363.0,1000-2500,Food & treats,Rarely,No local dog owner community|Hard to find reliable vet|Lack of grooming services,Word of mouth,"Yes, very difficult",,Adoption/fostering network|Online marketplace|Boarding/walking listings,Often,Brand website,Yes always,One-time purchase,No,Somewhat Important,Passive,Somewhat Important,Spreadsheet/notes app,Never,Yes
R0351,25-34,Tier-2,Rented,None,nan,Planning to adopt,119.0,<1000,nan,Frequently,Genuine food/accessories hard to find|Lack of grooming services,Google Maps,"Yes, managed eventually",Very Dissatisfied,Nearby vet directory|Lost-and-found alerts,Never,Amazon/Flipkart,,Freemium,No,Somewhat Important,Not yet but would,Extremely Important,Don't track,Never,No
R0352,45-59,Tier-3,Non-gated apartment,1 dog,Indian Pariah,<1 year,2862.0,2500-5000,Vet & medicines,Occasionally,Genuine food/accessories hard to find|Cannot find dog trainer|No pet-friendly spaces,Word of mouth,Not applicable,Dissatisfied,Nearby vet directory|Dog trainer directory|Community/playdates,Never,Amazon/Flipkart,Yes always,Annual sub,No,Neutral,Passive,Extremely Important,Rely on memory,Once a year or less,Maybe
R0353,35-44,Tier-2,Gated apartment,None,nan,<1 year,181.0,<1000,Boarding/walking,Rarely,Hard to find reliable vet|Travel challenges with dog|No pet-friendly spaces,,No,Satisfied,Lost-and-found alerts,Rarely,Amazon/Flipkart,No,Annual sub,Yes considering,Very Important,Not yet but would,Extremely Important,Don't track,Never,Yes
R0354,18-24,Tier-3,Other,1 dog,Adopted from shelter|Indian Pariah,3-5 years,3684.0,2500-5000,Vet & medicines,Frequently,Hard to find reliable vet|Losing track of vaccinations,Social media,Not applicable,Dissatisfied,Community/playdates|Adoption/fostering network|Online marketplace,Sometimes,Amazon/Flipkart,Yes always,Annual sub,Yes considering,Very Important,Not yet but would,Extremely Important,Spreadsheet/notes app,2-3 times a year,Yes
R0355,18-24,Tier-2,Gated apartment,3+ dogs,Rescued stray,1-3 years,,nan,Food & treats,Occasionally,Genuine food/accessories hard to find|No pet-friendly spaces|No local dog owner community,Pet app,"Yes, very difficult",Very Dissatisfied,Grooming listings|Adoption/fostering network,Rarely,Amazon/Flipkart,Yes always,Monthly sub,Yes actively,Somewhat Important,Passive,Extremely Important,Don't track,Never,Yes
R0356,35-44,Metro,Non-gated apartment,3+ dogs,Rescued stray|Adopted from shelter,<1 year,4837.0,2500-5000,Vet & medicines,Frequently,Losing track of vaccinations,Social media,No,Dissatisfied,Online marketplace|Lost-and-found alerts|Pet-friendly places,Sometimes,Heads Up For Tails/Supertails,Yes always,Annual sub,Maybe someday,Somewhat Important,Not yet but would,Very Important,,Once a year or less,Yes
R0357,Under 18,Tier-3,Gated apartment,1 dog,Indian Pariah,1-3 years,,nan,Vet & medicines,Frequently,No local dog owner community|Losing track of vaccinations|Hard to find reliable vet,No reliable way,No,,Health/vaccination tracker|Lost-and-found alerts|Dog-friendly travel guide,Never,Local pet store,Yes always,Freemium,Yes considering,Not Important,Active,Very Important,Physical diary,Once a year or less,Maybe
R0358,35-44,Metro,Non-gated apartment,1 dog,Purebred,3-5 years,4542.0,2500-5000,Food & treats,Very frequently,No local dog owner community,No reliable way,No,Satisfied,Health/vaccination tracker,Sometimes,Amazon/Flipkart,Yes when using app,Free with ads,Maybe someday,Somewhat Important,Passive,Extremely Important,Rely on memory,2-3 times a year,Yes
R0359,60+,Tier-2,Non-gated apartment,3+ dogs,Mixed breed|Purebred,5+ years,,nan,Vet & medicines,Never,Hard to find reliable vet|Losing track of vaccinations,Google Maps,"Yes, managed eventually",Very Satisfied,Boarding/walking listings,Often,Heads Up For Tails/Supertails,Yes always,Freemium,Maybe someday,Somewhat Important,Active,Extremely Important,Spreadsheet/notes app,Once a year or less,Yes
R0360,35-44,Metro,Independent house,2 dogs,Mixed breed|Rescued stray,1-3 years,3574.0,2500-5000,Food & treats,Never,Hard to find boarding/walker,No reliable way,No,Very Dissatisfied,Nearby vet directory|Health/vaccination tracker|Community/playdates,,Local pet store,Yes always,Free with ads,Yes considering,Very Important,Not yet but would,Very Important,Rely on memory,Once a year or less,Yes
R0361,25-34,Metro,Independent house,None,Rescued stray,Planning to adopt,296.0,<1000,Accessories,Occasionally,Travel challenges with dog|No pet-friendly spaces,Google Maps,"Yes, managed eventually",Dissatisfied,Event calendar|Pet-friendly places,Sometimes,Heads Up For Tails/Supertails,No,Monthly sub,Yes actively,Not Important,Not interested,Somewhat Important,Don't track,Never,Yes
R0362,35-44,Metro,Non-gated apartment,1 dog,Purebred|Indian Pariah,5+ years,4733.0,2500-5000,Vet & medicines,Rarely,Genuine food/accessories hard to find,Word of mouth,Not applicable,Dissatisfied,Online marketplace|Pet-friendly places|Grooming listings,Never,Local pet store,,Free with ads,Yes considering,Somewhat Important,Not yet but would,Extremely Important,Physical diary,More than 3 times,Yes
R0363,25-34,Metro,Non-gated apartment,1 dog,Indian Pariah|Rescued stray,1-3 years,5159.0,5000-10000,Accessories,Occasionally,Genuine food/accessories hard to find|Losing track of vaccinations,Social media,"Yes, managed eventually",Very Dissatisfied,Boarding/walking listings|Lost-and-found alerts|Health/vaccination tracker,Sometimes,Heads Up For Tails/Supertails,Unsure,,Maybe someday,Somewhat Important,Not yet but would,Very Important,Rely on memory,Once a year or less,No
R0364,25-34,Tier-2,Gated apartment,1 dog,Purebred,1-3 years,3635.0,2500-5000,Boarding/walking,Never,Hard to find boarding/walker,Word of mouth,Not applicable,Very Dissatisfied,Boarding/walking listings|Nearby vet directory|Health/vaccination tracker,Often,Local pet store,Unsure,Free with ads,Maybe someday,Neutral,Passive,Extremely Important,Rely on memory,,Maybe
R0365,60+,Tier-2,Gated apartment,1 dog,Mixed breed,1-3 years,4370.0,2500-5000,Boarding/walking,Occasionally,Difficulty adopting/fostering,Word of mouth,"Yes, managed eventually",Dissatisfied,Health/vaccination tracker|Nearby vet directory,Rarely,Amazon/Flipkart,Yes when using app,Free with ads,Maybe someday,Very Important,Not yet but would,Very Important,Rely on memory,Once a year or less,Maybe
R0366,25-34,Metro,Non-gated apartment,1 dog,Rescued stray,5+ years,,nan,Food & treats,Never,No pet-friendly spaces|Lack of grooming services,Google Maps,"Yes, managed eventually",Dissatisfied,Health/vaccination tracker|Nearby vet directory|Pet-friendly places,Sometimes,Don't buy online,Unsure,One-time purchase,No,Not Important,Passive,Extremely Important,Spreadsheet/notes app,2-3 times a year,Yes
R0367,60+,Metro,Independent house,1 dog,Indian Pariah,3-5 years,2622.0,2500-5000,Boarding/walking,Frequently,Lack of grooming services|Hard to find reliable vet|Genuine food/accessories hard to find,Social media,"Yes, managed eventually",Neutral,Pet-friendly places,Often,Brand website,Yes when using app,Freemium,Maybe someday,Neutral,Not yet but would,Extremely Important,Physical diary,Never,No
R0368,45-59,Tier-2,Gated apartment,1 dog,Rescued stray,3-5 years,4110.0,2500-5000,Accessories,Frequently,Hard to find reliable vet|Genuine food/accessories hard to find,Word of mouth,No,Neutral,Grooming listings|Boarding/walking listings|Health/vaccination tracker,,Heads Up For Tails/Supertails,No,Freemium,Yes considering,Somewhat Important,Passive,Very Important,Don't track,2-3 times a year,Maybe
R0369,18-24,Metro,Independent house,1 dog,Indian Pariah,5+ years,3179.0,2500-5000,Grooming,Never,Lack of grooming services|Difficulty adopting/fostering|Losing track of vaccinations,Google Maps,"Yes, managed eventually",Very Dissatisfied,Dog trainer directory|Event calendar|Health/vaccination tracker,Sometimes,Heads Up For Tails/Supertails,Unsure,One-time purchase,Maybe someday,Somewhat Important,Active,Somewhat Important,Rely on memory,Never,Yes
R0370,18-24,Tier-2,Independent house,2 dogs,Purebred|Adopted from shelter,5+ years,3154.0,2500-5000,Food & treats,Frequently,Lack of grooming services|No pet-friendly spaces|Hard to find reliable vet|Travel challenges wit,Google Maps,Not applicable,Dissatisfied,Adoption/fostering network|Pet-friendly places|Community/playdates,Sometimes,Brand website,No,Monthly sub,No,,Not interested,Very Important,Physical diary,Once a year or less,Yes
R0371,18-24,Tier-2,Gated apartment,1 dog,Adopted from shelter,<1 year,3865.0,2500-5000,Food & treats,Rarely,Hard to find reliable vet|No pet-friendly spaces,Google Maps,No,Satisfied,Pet-friendly places,Never,Heads Up For Tails/Supertails,Unsure,Freemium,Yes considering,Not at all,Not interested,Not Important,Don't track,More than 3 times,Maybe
